user_id,problem
30000,0.9024
30001,0.24139999999999995
30002,0.24939999999999996
30003,0.7949
30004,0.7185
30005,0.5296
30006,0.08699999999999997
30007,0.04349999999999998
30008,0.6237
30009,0.3657
30010,0.1179
30011,0.20740000000000003
30012,0.921
30013,0.13770000000000004
30014,0.1311
30015,0.20209999999999995
30016,0.17769999999999997
30017,0.29679999999999995
30018,0.36629999999999996
30019,0.33599999999999997
30020,0.8454
30021,0.4303
30022,0.2823
30023,0.07069999999999999
30024,0.364
30025,0.28869999999999996
30026,0.4827
30027,0.12929999999999997
30028,0.18089999999999995
30029,0.15490000000000004
30030,0.1553
30031,0.29900000000000004
30032,0.21889999999999998
30033,0.1956
30034,0.5039
30035,0.20450000000000002
30036,0.22940000000000005
30037,0.5183
30038,0.20820000000000005
30039,0.06630000000000003
30040,0.3388
30041,0.12919999999999998
30042,0.06000000000000005
30043,0.11160000000000003
30044,0.15590000000000004
30045,0.28869999999999996
30046,0.33530000000000004
30047,0.13229999999999997
30048,0.3692
30049,0.1048
30050,0.1533
30051,0.25980000000000003
30052,0.3994
30053,0.16090000000000004
30054,0.06379999999999997
30055,0.1925
30056,0.2722
30057,0.35650000000000004
30058,0.40680000000000005
30059,0.1412
30060,0.4799
30061,0.9063
30062,0.8274
30063,0.06259999999999999
30064,0.3194
30065,0.07750000000000001
30066,0.21850000000000003
30067,0.29410000000000003
30068,0.7261
30069,0.4576
30070,0.4193
30071,0.7483
30072,0.27090000000000003
30073,0.748
30074,0.06689999999999996
30075,0.3224
30076,0.37970000000000004
30077,0.1743
30078,0.9225
30079,0.09770000000000001
30080,0.5062
30081,0.02180000000000004
30082,0.21209999999999996
30083,0.32920000000000005
30084,0.5126
30085,0.17069999999999996
30086,0.2701
30087,0.12450000000000006
30088,0.1392
30089,0.18720000000000003
30090,0.687
30091,0.13260000000000005
30092,0.025399999999999978
30093,0.20089999999999997
30094,0.38560000000000005
30095,0.07499999999999996
30096,0.11209999999999998
30097,0.3255
30098,0.9384
30099,0.16159999999999997
30100,0.26
30101,0.31899999999999995
30102,0.18069999999999997
30103,0.09870000000000001
30104,0.1493
30105,0.8145
30106,0.4484
30107,0.16259999999999997
30108,0.20999999999999996
30109,0.08199999999999996
30110,0.26180000000000003
30111,0.2804
30112,0.12080000000000002
30113,0.7912
30114,0.19220000000000004
30115,0.049699999999999966
30116,0.1673
30117,0.16410000000000002
30118,0.26759999999999995
30119,0.1916
30120,0.06669999999999998
30121,0.27090000000000003
30122,0.8499
30123,0.17710000000000004
30124,0.31910000000000005
30125,0.2651
30126,0.21660000000000001
30127,0.13080000000000003
30128,0.5537
30129,0.2712
30130,0.8472
30131,0.07310000000000005
30132,0.4476
30133,0.9015
30134,0.21830000000000005
30135,0.9283
30136,0.19010000000000005
30137,0.20599999999999996
30138,0.9294
30139,0.07869999999999999
30140,0.45430000000000004
30141,0.30089999999999995
30142,0.25229999999999997
30143,0.4658
30144,0.0988
30145,0.023499999999999965
30146,0.37460000000000004
30147,0.4405
30148,0.8866
30149,0.8368
30150,0.10189999999999999
30151,0.26259999999999994
30152,0.06910000000000005
30153,0.259
30154,0.10860000000000003
30155,0.18410000000000004
30156,0.0897
30157,0.12890000000000001
30158,0.6303
30159,0.20789999999999997
30160,0.15980000000000005
30161,0.2388
30162,0.14749999999999996
30163,0.43220000000000003
30164,0.7796
30165,0.27190000000000003
30166,0.1461
30167,0.43710000000000004
30168,0.37960000000000005
30169,0.33320000000000005
30170,0.44089999999999996
30171,0.21299999999999997
30172,0.03739999999999999
30173,0.4821
30174,0.6799
30175,0.8278
30176,0.08650000000000002
30177,0.238
30178,0.40969999999999995
30179,0.1866
30180,0.255
30181,0.4796
30182,0.742
30183,0.5593
30184,0.239
30185,0.10240000000000005
30186,0.18999999999999995
30187,0.22970000000000002
30188,0.17830000000000001
30189,0.2237
30190,0.6291
30191,0.3165
30192,0.8043
30193,0.07799999999999996
30194,0.6585
30195,0.08679999999999999
30196,0.11770000000000003
30197,0.8714
30198,0.1935
30199,0.19710000000000005
30200,0.13219999999999998
30201,0.05479999999999996
30202,0.08530000000000004
30203,0.10109999999999997
30204,0.23029999999999995
30205,0.9338
30206,0.11219999999999997
30207,0.12239999999999995
30208,0.1874
30209,0.5139
30210,0.45489999999999997
30211,0.489
30212,0.4145
30213,0.06620000000000004
30214,0.3145
30215,0.2754
30216,0.7583
30217,0.4659
30218,0.8962
30219,0.03200000000000003
30220,0.34019999999999995
30221,0.277
30222,0.1876
30223,0.1341
30224,0.18300000000000005
30225,0.25680000000000003
30226,0.06420000000000003
30227,0.4317
30228,0.16749999999999998
30229,0.14870000000000005
30230,0.29400000000000004
30231,0.15390000000000004
30232,0.3125
30233,0.7288
30234,0.20520000000000005
30235,0.15749999999999997
30236,0.5149
30237,0.1905
30238,0.3247
30239,0.07389999999999997
30240,0.2855
30241,0.2481
30242,0.23519999999999996
30243,0.3607
30244,0.892
30245,0.10540000000000005
30246,0.12029999999999996
30247,0.20830000000000004
30248,0.6924
30249,0.23350000000000004
30250,0.17020000000000002
30251,0.11919999999999997
30252,0.44210000000000005
30253,0.9103
30254,0.6924
30255,0.07740000000000002
30256,0.5562
30257,0.2662
30258,0.11719999999999997
30259,0.2803
30260,0.03949999999999998
30261,0.2963
30262,0.23270000000000002
30263,0.09830000000000005
30264,0.3788
30265,0.022399999999999975
30266,0.11160000000000003
30267,0.17510000000000003
30268,0.40800000000000003
30269,0.29569999999999996
30270,0.1199
30271,0.07950000000000002
30272,0.28159999999999996
30273,0.135
30274,0.26890000000000003
30275,0.025399999999999978
30276,0.08699999999999997
30277,0.2763
30278,0.12639999999999996
30279,0.4012
30280,0.18400000000000005
30281,0.12639999999999996
30282,0.2219
30283,0.11629999999999996
30284,0.8782
30285,0.020100000000000007
30286,0.42889999999999995
30287,0.6007
30288,0.6513
30289,0.13580000000000003
30290,0.1321
30291,0.027200000000000002
30292,0.13590000000000002
30293,0.10509999999999997
30294,0.2732
30295,0.35860000000000003
30296,0.8562
30297,0.3692
30298,0.32399999999999995
30299,0.6572
30300,0.7219
30301,0.1372
30302,0.9347
30303,0.9418
30304,0.3234
30305,0.37770000000000004
30306,0.05389999999999995
30307,0.06489999999999996
30308,0.38560000000000005
30309,0.8281
30310,0.3016
30311,0.38639999999999997
30312,0.5769
30313,0.978
30314,0.24139999999999995
30315,0.5188
30316,0.15739999999999998
30317,0.21550000000000002
30318,0.8847
30319,0.39459999999999995
30320,0.1481
30321,0.0816
30322,0.5862
30323,0.30989999999999995
30324,0.10089999999999999
30325,0.9155
30326,0.15390000000000004
30327,0.1491
30328,0.6022
30329,0.0816
30330,0.36429999999999996
30331,0.1845
30332,0.7251
30333,0.17079999999999995
30334,0.27959999999999996
30335,0.16759999999999997
30336,0.13959999999999995
30337,0.24760000000000004
30338,0.6013
30339,0.8925
30340,0.11219999999999997
30341,0.06410000000000005
30342,0.1412
30343,0.809
30344,0.25570000000000004
30345,0.11670000000000003
30346,0.41190000000000004
30347,0.6201
30348,0.22219999999999995
30349,0.22760000000000002
30350,0.2509
30351,0.11170000000000002
30352,0.2631
30353,0.09699999999999998
30354,0.2996
30355,0.41800000000000004
30356,0.12139999999999995
30357,0.17779999999999996
30358,0.21220000000000006
30359,0.19810000000000005
30360,0.2573
30361,0.10819999999999996
30362,0.596
30363,0.17410000000000003
30364,0.2743
30365,0.2781
30366,0.26149999999999995
30367,0.16900000000000004
30368,0.48960000000000004
30369,0.02400000000000002
30370,0.06879999999999997
30371,0.4021
30372,0.2642
30373,0.13949999999999996
30374,0.20889999999999997
30375,0.11419999999999997
30376,0.15600000000000003
30377,0.9016
30378,0.33599999999999997
30379,0.8766
30380,0.42110000000000003
30381,0.12450000000000006
30382,0.15800000000000003
30383,0.12219999999999998
30384,0.7238
30385,0.11050000000000004
30386,0.8806
30387,0.17390000000000005
30388,0.4992
30389,0.03380000000000005
30390,0.0857
30391,0.3941
30392,0.27859999999999996
30393,0.12239999999999995
30394,0.1259
30395,0.13429999999999997
30396,0.13
30397,0.1381
30398,0.6976
30399,0.14570000000000005
30400,0.8822
30401,0.03080000000000005
30402,0.9356
30403,0.4182
30404,0.1531
30405,0.24039999999999995
30406,0.11280000000000001
30407,0.1431
30408,0.40549999999999997
30409,0.2602
30410,0.09789999999999999
30411,0.31079999999999997
30412,0.12570000000000003
30413,0.5605
30414,0.32030000000000003
30415,0.9204
30416,0.4496
30417,0.564
30418,0.3921
30419,0.9358
30420,0.035800000000000054
30421,0.8759
30422,0.31720000000000004
30423,0.0816
30424,0.9314
30425,0.6787
30426,0.26049999999999995
30427,0.19369999999999998
30428,0.10860000000000003
30429,0.42469999999999997
30430,0.22419999999999995
30431,0.11699999999999999
30432,0.4487
30433,0.44630000000000003
30434,0.3681
30435,0.5605
30436,0.38039999999999996
30437,0.13260000000000005
30438,0.026699999999999946
30439,0.7319
30440,0.18259999999999998
30441,0.25539999999999996
30442,0.5988
30443,0.9277
30444,0.12990000000000002
30445,0.8188
30446,0.1593
30447,0.9017
30448,0.563
30449,0.9259
30450,0.8926
30451,0.1251
30452,0.13219999999999998
30453,0.18600000000000005
30454,0.18089999999999995
30455,0.8585
30456,0.3084
30457,0.17569999999999997
30458,0.5755
30459,0.28490000000000004
30460,0.1633
30461,0.11099999999999999
30462,0.05579999999999996
30463,0.0958
30464,0.5494
30465,0.16659999999999997
30466,0.26959999999999995
30467,0.07599999999999996
30468,0.20379999999999998
30469,0.5374
30470,0.8788
30471,0.2623
30472,0.364
30473,0.8925
30474,0.36629999999999996
30475,0.16200000000000003
30476,0.17930000000000001
30477,0.19140000000000001
30478,0.9103
30479,0.1401
30480,0.2713
30481,0.8342
30482,0.13429999999999997
30483,0.6264
30484,0.13090000000000002
30485,0.6807
30486,0.8459
30487,0.07199999999999995
30488,0.49429999999999996
30489,0.19579999999999997
30490,0.1977
30491,0.056599999999999984
30492,0.8139
30493,0.9531
30494,0.41200000000000003
30495,0.4927
30496,0.1562
30497,0.22619999999999996
30498,0.8205
30499,0.12290000000000001
30500,0.22099999999999997
30501,0.33709999999999996
30502,0.1281
30503,0.9039
30504,0.2178
30505,0.3107
30506,0.04690000000000005
30507,0.35019999999999996
30508,0.14190000000000003
30509,0.2257
30510,0.806
30511,0.5837
30512,0.13149999999999995
30513,0.17010000000000003
30514,0.2623
30515,0.18589999999999995
30516,0.2167
30517,0.24760000000000004
30518,0.8108
30519,0.5186
30520,0.20330000000000004
30521,0.8648
30522,0.5344
30523,0.08650000000000002
30524,0.21450000000000002
30525,0.02959999999999996
30526,0.242
30527,0.9456
30528,0.3076
30529,0.28480000000000005
30530,0.13549999999999995
30531,0.2669
30532,0.3254
30533,0.9406
30534,0.2046
30535,0.26239999999999997
30536,0.023299999999999987
30537,0.3208
30538,0.5634
30539,0.71
30540,0.8606
30541,0.30069999999999997
30542,0.0807
30543,0.45920000000000005
30544,0.21999999999999997
30545,0.2912
30546,0.2481
30547,0.9212
30548,0.3409
30549,0.1624
30550,0.08320000000000005
30551,0.864
30552,0.3034
30553,0.0837
30554,0.2743
30555,0.19910000000000005
30556,0.11539999999999995
30557,0.1462
30558,0.13019999999999998
30559,0.3449
30560,0.22760000000000002
30561,0.35019999999999996
30562,0.12039999999999995
30563,0.49250000000000005
30564,0.12180000000000002
30565,0.23529999999999995
30566,0.30679999999999996
30567,0.34919999999999995
30568,0.1402
30569,0.11450000000000005
30570,0.04479999999999995
30571,0.17920000000000003
30572,0.22660000000000002
30573,0.8457
30574,0.2288
30575,0.10960000000000003
30576,0.08309999999999995
30577,0.2409
30578,0.21020000000000005
30579,0.7554
30580,0.08040000000000003
30581,0.3133
30582,0.026800000000000046
30583,0.43979999999999997
30584,0.5901
30585,0.1461
30586,0.8814
30587,0.16469999999999996
30588,0.14339999999999997
30589,0.1189
30590,0.15980000000000005
30591,0.11160000000000003
30592,0.2429
30593,0.08409999999999995
30594,0.8699
30595,0.2116
30596,0.17000000000000004
30597,0.8791
30598,0.06920000000000004
30599,0.8478
30600,0.37350000000000005
30601,0.1674
30602,0.2128
30603,0.8902
30604,0.13549999999999995
30605,0.0816
30606,0.17600000000000005
30607,0.1935
30608,0.15949999999999998
30609,0.06459999999999999
30610,0.9487
30611,0.5214
30612,0.13949999999999996
30613,0.12239999999999995
30614,0.7483
30615,0.12050000000000005
30616,0.36650000000000005
30617,0.26449999999999996
30618,0.10009999999999997
30619,0.44020000000000004
30620,0.811
30621,0.49829999999999997
30622,0.15800000000000003
30623,0.024800000000000044
30624,0.2891
30625,0.816
30626,0.2198
30627,0.05030000000000001
30628,0.2963
30629,0.21940000000000004
30630,0.1501
30631,0.19610000000000005
30632,0.2128
30633,0.038799999999999946
30634,0.3788
30635,0.13670000000000004
30636,0.7659
30637,0.021700000000000053
30638,0.20779999999999998
30639,0.057499999999999996
30640,0.08389999999999997
30641,0.25849999999999995
30642,0.3425
30643,0.36970000000000003
30644,0.10299999999999998
30645,0.18159999999999998
30646,0.12390000000000001
30647,0.8814
30648,0.3096
30649,0.07920000000000005
30650,0.15239999999999998
30651,0.09999999999999998
30652,0.133
30653,0.6794
30654,0.8872
30655,0.2157
30656,0.3499
30657,0.24070000000000003
30658,0.3539
30659,0.8881
30660,0.28180000000000005
30661,0.2057
30662,0.8358
30663,0.8738
30664,0.26039999999999996
30665,0.19689999999999996
30666,0.30310000000000004
30667,0.27990000000000004
30668,0.06810000000000005
30669,0.0928
30670,0.15290000000000004
30671,0.4265
30672,0.17220000000000002
30673,0.8391
30674,0.12929999999999997
30675,0.33799999999999997
30676,0.6372
30677,0.36750000000000005
30678,0.42589999999999995
30679,0.7593
30680,0.32999999999999996
30681,0.42279999999999995
30682,0.10899999999999999
30683,0.12309999999999999
30684,0.63
30685,0.8487
30686,0.9266
30687,0.19340000000000002
30688,0.1965
30689,0.9393
30690,0.2964
30691,0.16000000000000003
30692,0.21789999999999998
30693,0.25970000000000004
30694,0.09509999999999996
30695,0.1351
30696,0.10460000000000003
30697,0.927
30698,0.40490000000000004
30699,0.24639999999999995
30700,0.9244
30701,0.07609999999999995
30702,0.08540000000000003
30703,0.8704
30704,0.9174
30705,0.08430000000000004
30706,0.07950000000000002
30707,0.4949
30708,0.9099
30709,0.17490000000000006
30710,0.7606
30711,0.4416
30712,0.9369
30713,0.6059
30714,0.19230000000000003
30715,0.21550000000000002
30716,0.3076
30717,0.09409999999999996
30718,0.5044
30719,0.2502
30720,0.17379999999999995
30721,0.3849
30722,0.3319
30723,0.22729999999999995
30724,0.46630000000000005
30725,0.2975
30726,0.8484
30727,0.21860000000000002
30728,0.1189
30729,0.251
30730,0.2891
30731,0.15690000000000004
30732,0.1632
30733,0.364
30734,0.3157
30735,0.9071
30736,0.19999999999999996
30737,0.37139999999999995
30738,0.8873
30739,0.3074
30740,0.5831
30741,0.28759999999999997
30742,0.5171
30743,0.0938
30744,0.909
30745,0.11140000000000005
30746,0.12370000000000003
30747,0.18920000000000003
30748,0.30169999999999997
30749,0.7907
30750,0.7426
30751,0.36519999999999997
30752,0.08819999999999995
30753,0.42400000000000004
30754,0.24480000000000002
30755,0.1452
30756,0.32930000000000004
30757,0.11960000000000004
30758,0.782
30759,0.3768
30760,0.1753
30761,0.12309999999999999
30762,0.14849999999999997
30763,0.30610000000000004
30764,0.8115
30765,0.29910000000000003
30766,0.2763
30767,0.11619999999999997
30768,0.3003
30769,0.8897
30770,0.9408
30771,0.6929
30772,0.9097
