user_id,problem
30000,0.9214
30001,0.23399999999999999
30002,0.23929999999999996
30003,0.7585
30004,0.6146
30005,0.4488
30006,0.14559999999999995
30007,0.04200000000000004
30008,0.7121
30009,0.2509
30010,0.14229999999999998
30011,0.14200000000000002
30012,0.9017
30013,0.1473
30014,0.11829999999999996
30015,0.2972
30016,0.24080000000000001
30017,0.4014
30018,0.34109999999999996
30019,0.3356
30020,0.8076
30021,0.5043
30022,0.20899999999999996
30023,0.09930000000000005
30024,0.5199
30025,0.3186
30026,0.3507
30027,0.13639999999999997
30028,0.22699999999999998
30029,0.07069999999999999
30030,0.13929999999999998
30031,0.3055
30032,0.15069999999999995
30033,0.17049999999999998
30034,0.3981
30035,0.2881
30036,0.12739999999999996
30037,0.3859
30038,0.23299999999999998
30039,0.08489999999999998
30040,0.39549999999999996
30041,0.1622
30042,0.0796
30043,0.055499999999999994
30044,0.1372
30045,0.31100000000000005
30046,0.34099999999999997
30047,0.12970000000000004
30048,0.2783
30049,0.11680000000000001
30050,0.21850000000000003
30051,0.24380000000000002
30052,0.3436
30053,0.11499999999999999
30054,0.04300000000000004
30055,0.2238
30056,0.25970000000000004
30057,0.3913
30058,0.45230000000000004
30059,0.19479999999999997
30060,0.47550000000000003
30061,0.9004
30062,0.9027
30063,0.04179999999999995
30064,0.25880000000000003
30065,0.08799999999999997
30066,0.13639999999999997
30067,0.15859999999999996
30068,0.6856
30069,0.39970000000000006
30070,0.3581
30071,0.7254
30072,0.36260000000000003
30073,0.7589
30074,0.07920000000000005
30075,0.27249999999999996
30076,0.43310000000000004
30077,0.23450000000000004
30078,0.8969
30079,0.2178
30080,0.48519999999999996
30081,0.022700000000000053
30082,0.16879999999999995
30083,0.24180000000000001
30084,0.4609
30085,0.14529999999999998
30086,0.2248
30087,0.11980000000000002
30088,0.16069999999999995
30089,0.20479999999999998
30090,0.7024
30091,0.1372
30092,0.0232
30093,0.15610000000000002
30094,0.32689999999999997
30095,0.14280000000000004
30096,0.09430000000000005
30097,0.28469999999999995
30098,0.9342
30099,0.11240000000000006
30100,0.28269999999999995
30101,0.28259999999999996
30102,0.20299999999999996
30103,0.13629999999999998
30104,0.21430000000000005
30105,0.7789
30106,0.34199999999999997
30107,0.1531
30108,0.13329999999999997
30109,0.09599999999999997
30110,0.23150000000000004
30111,0.3154
30112,0.08760000000000001
30113,0.7652
30114,0.1511
30115,0.0524
30116,0.1956
30117,0.12739999999999996
30118,0.3913
30119,0.2249
30120,0.05030000000000001
30121,0.23450000000000004
30122,0.8612
30123,0.24460000000000004
30124,0.235
30125,0.32699999999999996
30126,0.26749999999999996
30127,0.15980000000000005
30128,0.5109
30129,0.31110000000000004
30130,0.8327
30131,0.14439999999999997
30132,0.3619
30133,0.889
30134,0.2247
30135,0.9469
30136,0.19930000000000003
30137,0.19540000000000002
30138,0.9615
30139,0.14800000000000002
30140,0.4921
30141,0.32609999999999995
30142,0.1643
30143,0.40369999999999995
30144,0.07820000000000005
30145,0.028100000000000014
30146,0.4243
30147,0.41469999999999996
30148,0.9009
30149,0.8019
30150,0.06969999999999998
30151,0.29700000000000004
30152,0.06410000000000005
30153,0.23619999999999997
30154,0.13160000000000005
30155,0.11809999999999998
30156,0.07809999999999995
30157,0.08520000000000005
30158,0.5937
30159,0.2258
30160,0.08509999999999995
30161,0.2884
30162,0.22660000000000002
30163,0.504
30164,0.7036
30165,0.33299999999999996
30166,0.2025
30167,0.6057
30168,0.3005
30169,0.42989999999999995
30170,0.41500000000000004
30171,0.2027
30172,0.03390000000000004
30173,0.42390000000000005
30174,0.6289
30175,0.7791
30176,0.07589999999999997
30177,0.17320000000000002
30178,0.4821
30179,0.22260000000000002
30180,0.37129999999999996
30181,0.5153
30182,0.7474
30183,0.47209999999999996
30184,0.12880000000000003
30185,0.13980000000000004
30186,0.1775
30187,0.16990000000000005
30188,0.25870000000000004
30189,0.21109999999999995
30190,0.4949
30191,0.29069999999999996
30192,0.7666
30193,0.11950000000000005
30194,0.6413
30195,0.07869999999999999
30196,0.12860000000000005
30197,0.836
30198,0.21830000000000005
30199,0.1623
30200,0.16290000000000004
30201,0.04720000000000002
30202,0.07999999999999996
30203,0.17110000000000003
30204,0.2177
30205,0.9279
30206,0.126
30207,0.17010000000000003
30208,0.15700000000000003
30209,0.561
30210,0.5176
30211,0.5125
30212,0.3772
30213,0.13319999999999999
30214,0.3137
30215,0.3126
30216,0.8663
30217,0.48019999999999996
30218,0.9217
30219,0.03380000000000005
30220,0.36429999999999996
30221,0.27790000000000004
